session	bill	chamber	printed_roll	roll_call_id	date	yea	nay	passed	status	governor	disposition	reason	desc	title
2214	HB0001	H		1618201	2026-01-28	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Public Education Base Budget Amendments
2214	HB0001	S		1619281	2026-01-29	28	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Public Education Base Budget Amendments
2214	HB0002	H		1651294	2026-03-03	68	6	1	4	signed	screened	not-divided	House/ passed 3rd reading	New Fiscal Year Supplemental Appropriations
2214	HB0002	S		1652826	2026-03-04	25	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	New Fiscal Year Supplemental Appropriations
2214	HB0003	H		1656632	2026-03-06	71	1	1	3	none	screened	not-divided	House/ passed 3rd reading	Appropriations Adjustments
2214	HB0003	S		1656822	2026-03-06	28	0	1	3	none	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Appropriations Adjustments
2214	HB0005	H		1618788	2026-01-28	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Natural Resources, Agriculture, and Environmental Quality Base Budget
2214	HB0005	S		1619461	2026-01-29	27	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Natural Resources, Agriculture, and Environmental Quality Base Budget
2214	HB0006	H		1618267	2026-01-28	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Criminal Justice Base Budget
2214	HB0006	S		1619362	2026-01-29	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Criminal Justice Base Budget
2214	HB0007	H		1618473	2026-01-28	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Social Services Base Budget
2214	HB0007	S		1619458	2026-01-29	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Social Services Base Budget
2214	HB0008	H		1650251	2026-03-03	71	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	State Agency Fees and Internal Service Fund Authorization and Appropriations
2214	HB0008	S		1652337	2026-03-04	24	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	State Agency Fees and Internal Service Fund Authorization and Appropriations
2214	HB0011	H		1614530	2026-01-20	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Dyed Diesel Fuel Search Amendments
2214	HB0011	S		1624485	2026-02-05	28	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Dyed Diesel Fuel Search Amendments
2214	HB0012	H		1614392	2026-01-20	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Outdoor Recreation Accessibility Amendments
2214	HB0012	S		1621619	2026-02-03	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Outdoor Recreation Accessibility Amendments
2214	HB0013	H		1626291	2026-02-09	32	39	0	6	none	screened	not-enacted-status-6	House/ failed	Municipal Services Fees and Political Subdivision Lien Amendments
2214	HB0014	H		1614694	2026-01-20	73	0	1	6	none	screened	not-divided	House/ passed 3rd reading	Behavior Analyst Licensing Amendments
2214	HB0015	H		1642283	2026-02-24	63	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Medicaid Amendments
2214	HB0015	S		1656459	2026-03-06	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Medicaid Amendments
2214	HB0016	H		1616628	2026-01-23	61	8	1	4	signed	screened	not-divided	House/ passed 3rd reading	Solar Power Plant Amendments
2214	HB0016	H		1639771	2026-02-20	61	6	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Solar Power Plant Amendments
2214	HB0016	S		1637011	2026-02-18	20	6	1	4	signed	dropped:mixed	cuts solar plant incentives on protected farmland; farmland protection versus solar	Senate/ passed 3rd reading	Solar Power Plant Amendments
2214	HB0017	H		1616647	2026-01-23	70	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Public Infrastructure District Meeting Amendments
2214	HB0017	S		1625478	2026-02-06	26	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Public Infrastructure District Meeting Amendments
2214	HB0019	H		1614821	2026-01-20	75	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Drinking Water Utilities Amendments
2214	HB0019	S		1624842	2026-02-05	28	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Drinking Water Utilities Amendments
2214	HB0020	H		1621722	2026-02-03	69	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Correctional Facility Capacity Amendments
2214	HB0020	S		1638841	2026-02-19	23	3	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Correctional Facility Capacity Amendments
2214	HB0021	H		1614816	2026-01-20	74	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Senior Care Facility Amendments
2214	HB0021	H		1628187	2026-02-10	69	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Senior Care Facility Amendments
2214	HB0021	S		1625835	2026-02-06	28	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Senior Care Facility Amendments
2214	HB0022	H		1622043	2026-02-03	66	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Vintage Vehicle Amendments
2214	HB0022	H		1646131	2026-02-26	63	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Vintage Vehicle Amendments
2214	HB0022	S		1644086	2026-02-25	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Vintage Vehicle Amendments
2214	HB0023	H		1635099	2026-02-17	69	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Service Animal Amendments
2214	HB0023	S		1648105	2026-02-27	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Service Animal Amendments
2214	HB0024	H		1622554	2026-02-03	69	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Criminal Penalty Amendments
2214	HB0024	S		1648335	2026-02-27	21	2	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Criminal Penalty Amendments
2214	HB0026	H		1614818	2026-01-20	74	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Voting Equipment Amendments
2214	HB0026	S		1624500	2026-02-05	29	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Voting Equipment Amendments
2214	HB0028	H		1614863	2026-01-20	73	1	1	6	none	screened	not-divided	House/ passed 3rd reading	Health and Human Services Sunset Amendments
2214	HB0029	H		1614625	2026-01-20	70	3	1	6	none	screened	not-divided	House/ passed 3rd reading	Unfair and Deceptive Pricing Amendments
2214	HB0030	H		1622206	2026-02-03	58	11	1	4	signed	screened	not-divided	House/ passed 3rd reading	Wildlife Management Area Amendments
2214	HB0030	S		1654062	2026-03-04	28	1	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Wildlife Management Area Amendments
2214	HB0032	H		1631678	2026-02-12	56	11	1	4	signed	screened	not-divided	House/ passed 3rd reading	Signature Gathering and Verification Amendments
2214	HB0032	H		1654782	2026-03-05	70	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Signature Gathering and Verification Amendments
2214	HB0032	S		1654010	2026-03-04	22	7	1	4	signed	dropped:no-direction	petition signature gathering rules; Arkansas ballot-initiative precedent	Senate/ passed 2nd & 3rd readings/ suspension	Signature Gathering and Verification Amendments
2214	HB0033	H		1616690	2026-01-23	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Political Signs Amendments
2214	HB0033	H		1633270	2026-02-13	69	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Political Signs Amendments
2214	HB0033	S		1631540	2026-02-12	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Political Signs Amendments
2214	HB0034	H		1614885	2026-01-20	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Victim Rights Amendments
2214	HB0034	S		1652620	2026-03-04	25	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Victim Rights Amendments
2214	HB0035	H		1614888	2026-01-20	72	0	1	6	none	screened	not-divided	House/ passed 3rd reading	Bears Ears Visitor Center Advisory Committee Amendments
2214	HB0036	H		1640312	2026-02-20	71	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Gold Medal Schools Pilot Program
2214	HB0036	S		1652370	2026-03-04	26	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Gold Medal Schools Pilot Program
2214	HB0037	H		1622540	2026-02-03	69	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Used Oil Management Act Amendments
2214	HB0037	H		1640029	2026-02-20	69	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Used Oil Management Act Amendments
2214	HB0037	S		1638223	2026-02-19	24	1	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Used Oil Management Act Amendments
2214	HB0038	H		1626510	2026-02-09	56	13	1	4	signed	screened	not-divided	House/ passed 3rd reading	Local Government Amendments
2214	HB0038	S		1639719	2026-02-20	19	4	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Local Government Amendments
2214	HB0039	H		1614801	2026-01-20	69	1	1	6	none	screened	not-divided	House/ passed 3rd reading	Prison and Jail Standards Amendments
2214	HB0040	H		1620014	2026-01-30	70	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Utah Construction Trades Licensing Act Amendments
2214	HB0040	S		1631719	2026-02-12	24	1	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Utah Construction Trades Licensing Act Amendments
2214	HB0041	H		1637373	2026-02-18	67	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Construction and Fire Codes Amendments
2214	HB0041	H		1651180	2026-03-03	70	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Construction and Fire Codes Amendments
2214	HB0041	S		1648981	2026-03-02	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Construction and Fire Codes Amendments
2214	HB0042	H		1635830	2026-02-17	70	2	1	2	none	screened	not-divided	House/ passed 3rd reading	School Cybersecurity Amendments
2214	HB0043	H		1636010	2026-02-17	25	47	0	6	none	screened	not-enacted-status-6	House/ failed	School Security Amendments
2214	HB0044	H		1647107	2026-02-26	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	School Security Personnel Standards
2214	HB0044	H		1656721	2026-03-06	67	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	School Security Personnel Standards
2214	HB0044	S		1656423	2026-03-06	24	1	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	School Security Personnel Standards
2214	HB0045	H		1615005	2026-01-21	70	3	1	4	signed	screened	not-divided	House/ passed 3rd reading	Fire Code Amendments
2214	HB0045	H		1626284	2026-02-09	68	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Fire Code Amendments
2214	HB0045	S		1624857	2026-02-05	26	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Fire Code Amendments
2214	HB0046	H		1620659	2026-02-02	70	2	1	4	signed	screened	not-divided	House/ passed 3rd reading	Taxpayer Information Sharing Amendments
2214	HB0046	H		1654715	2026-03-05	61	9	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Taxpayer Information Sharing Amendments
2214	HB0046	S		1653054	2026-03-04	21	5	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Taxpayer Information Sharing Amendments
2214	HB0047	H		1615088	2026-01-21	70	3	1	4	signed	screened	not-divided	House/ passed 3rd reading	Vehicle Registration and Insurance Amendments
2214	HB0047	S		1624462	2026-02-05	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Vehicle Registration and Insurance Amendments
2214	HB0048	H		1635692	2026-02-17	56	14	1	4	signed	screened	not-the-chambers-final-roll	House/ passed 3rd reading	Criminal and Juvenile Justice Changes
2214	HB0048	H		1655741	2026-03-05	52	15	1	4	signed	batch-09	imported 2026-09-10, run 16:43:17.988Z	House/ concurs with Senate amendment	Criminal and Juvenile Justice Changes
2214	HB0048	S		1654689	2026-03-05	20	7	1	4	signed	batch-09	imported 2026-09-10, run 16:43:17.988Z	Senate/ passed 2nd & 3rd readings/ suspension	Criminal and Juvenile Justice Changes
2214	HB0049	H		1615530	2026-01-21	63	12	1	6	none	screened	not-divided	House/ passed 3rd reading	Law Enforcement Salary Amendments
2214	HB0050	H		1615020	2026-01-21	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Child Protection Ombudsman Amendments
2214	HB0050	S		1624856	2026-02-05	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Child Protection Ombudsman Amendments
2214	HB0051	H		1623221	2026-02-04	66	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Adoption Amendments
2214	HB0051	H		1647866	2026-02-27	66	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Adoption Amendments
2214	HB0051	S		1646836	2026-02-26	21	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Adoption Amendments
2214	HB0052	H		1616392	2026-01-22	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Tribal Endorsement of Utah Driver License Amendments
2214	HB0052	H		1639841	2026-02-20	71	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Tribal Endorsement of Utah Driver License Amendments
2214	HB0052	S		1637195	2026-02-18	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Tribal Endorsement of Utah Driver License Amendments
2214	HB0053	H		1615748	2026-01-22	75	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Community Rehabilitation Program Amendments
2214	HB0053	S		1622469	2026-02-03	26	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Community Rehabilitation Program Amendments
2214	HB0053	S		1639488	2026-02-19	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Community Rehabilitation Program Amendments
2214	HB0054	H		1616285	2026-01-22	50	19	1	4	signed	screened	not-the-chambers-final-roll	House/ passed 3rd reading	Boating Safety Education
2214	HB0054	H		1656335	2026-03-06	57	6	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Boating Safety Education
2214	HB0054	S		1656334	2026-03-06	20	5	1	4	signed	batch-09	imported 2026-09-10, run 16:43:17.988Z	Senate/ passed 2nd & 3rd readings/ suspension	Boating Safety Education
2214	HB0055	H		1620692	2026-02-02	70	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Privacy Compliance for Education Technology Vendors
2214	HB0055	S		1631777	2026-02-12	28	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Privacy Compliance for Education Technology Vendors
2214	HB0056	H		1625585	2026-02-06	69	0	1	6	none	screened	not-divided	House/ passed 3rd reading	Vehicle Registration Amendments
2214	HB0057	H		1622280	2026-02-03	69	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Motor Vehicle Division Amendments
2214	HB0057	H		1654370	2026-03-05	69	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Motor Vehicle Division Amendments
2214	HB0057	S		1652261	2026-03-04	23	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Motor Vehicle Division Amendments
2214	HB0058	H		1625772	2026-02-06	63	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Insurance Code Modifications
2214	HB0058	H		1648675	2026-03-02	68	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Insurance Code Modifications
2214	HB0058	S		1647673	2026-02-27	24	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Insurance Code Modifications
2214	HB0059	H		1644498	2026-02-25	68	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Identification Verification Amendments
2214	HB0059	H		1656212	2026-03-06	66	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Identification Verification Amendments
2214	HB0059	S		1656211	2026-03-06	25	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Identification Verification Amendments
2214	HB0060	H		1622172	2026-02-03	54	17	1	4	signed	batch-07	imported 2026-09-10, run 06:54:37.475Z	House/ passed 3rd reading	Water Rights Amendments
2214	HB0060	S		1639860	2026-02-20	18	7	1	4	signed	batch-07	imported 2026-09-10, run 06:54:37.475Z	Senate/ passed 3rd reading	Water Rights Amendments
2214	HB0061	H		1616429	2026-01-22	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Navajo Trust Fund Amendments
2214	HB0061	S		1625721	2026-02-06	28	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Navajo Trust Fund Amendments
2214	HB0062	H		1624838	2026-02-05	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Road Jurisdiction Amendments
2214	HB0062	S		1639084	2026-02-19	23	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Road Jurisdiction Amendments
2214	HB0063	H		1622300	2026-02-03	69	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Livestock Watering Amendments
2214	HB0063	S		1653626	2026-03-04	28	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Livestock Watering Amendments
2214	HB0064	H		1622030	2026-02-03	71	0	1	6	none	screened	not-divided	House/ passed 3rd reading	School and Institutional Trust Lands Amendments
2214	HB0065	H		1617462	2026-01-27	67	2	1	4	signed	screened	not-divided	House/ passed 3rd reading	Construction Code Amendments
2214	HB0065	H		1626243	2026-02-09	67	2	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Construction Code Amendments
2214	HB0065	S		1625476	2026-02-06	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Construction Code Amendments
2214	HB0066	H		1615859	2026-01-22	73	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Soil Health Program Amendments
2214	HB0066	S		1621553	2026-02-03	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Soil Health Program Amendments
2214	HB0067	H		1616152	2026-01-22	70	0	1	6	none	screened	not-divided	House/ passed 3rd reading	Lead Acid Battery Disposal Sunset Amendments
2214	HB0067	S		1621988	2026-02-03	27	0	1	6	none	screened	not-divided	Senate/ passed 3rd reading	Lead Acid Battery Disposal Sunset Amendments
2214	HB0068	H		1633346	2026-02-13	55	13	1	4	signed	screened	not-divided	House/ passed 3rd reading	Housing and Community Development Amendments
2214	HB0068	H		1655305	2026-03-05	54	10	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Housing and Community Development Amendments
2214	HB0068	S		1655304	2026-03-05	25	3	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Housing and Community Development Amendments
2214	HB0069	H		1616155	2026-01-22	60	11	1	4	signed	screened	not-divided	House/ passed 3rd reading	Drinking Water Restructuring Amendments
2214	HB0069	H		1627820	2026-02-10	68	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Drinking Water Restructuring Amendments
2214	HB0069	S		1625708	2026-02-06	26	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Drinking Water Restructuring Amendments
2214	HB0070	H		1639974	2026-02-20	63	1	1	6	none	screened	not-divided	House/ passed 3rd reading	Correctional Health Services Amendments
2214	HB0071	H		1624969	2026-02-05	65	5	1	4	signed	screened	not-divided	House/ passed 3rd reading	Health Provider Directory and Access Amendments
2214	HB0071	H		1655008	2026-03-05	63	3	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Health Provider Directory and Access Amendments
2214	HB0071	S		1655007	2026-03-05	24	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Health Provider Directory and Access Amendments
2214	HB0072	H		1638737	2026-02-19	64	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Criminal Use of Cryptocurrency Amendments
2214	HB0072	S		1652440	2026-03-04	25	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Criminal Use of Cryptocurrency Amendments
2214	HB0073	H		1616799	2026-01-23	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Public Employee Retaliatory Action Amendments
2214	HB0073	S		1655159	2026-03-05	24	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Public Employee Retaliatory Action Amendments
2214	HB0075	H		1620221	2026-01-30	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	American Indian and Alaska Native Education Amendments
2214	HB0075	S		1632247	2026-02-12	22	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	American Indian and Alaska Native Education Amendments
2214	HB0076	H		1619302	2026-01-29	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Data Center Water Transparency Amendments
2214	HB0076	H		1655059	2026-03-05	62	2	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Data Center Water Transparency Amendments
2214	HB0076	S		1654375	2026-03-05	13	15	0	4	signed	screened	not-the-chambers-final-roll	Senate/ failed	Data Center Water Transparency Amendments
2214	HB0076	S		1654376	2026-03-05	19	5	1	4	signed	batch-07	imported 2026-09-10, run 06:54:37.475Z	Senate/ passed 2nd & 3rd readings/ suspension	Data Center Water Transparency Amendments
2214	HB0077	H		1617498	2026-01-27	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Tax Modifications
2214	HB0077	S		1625631	2026-02-06	27	1	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Tax Modifications
2214	HB0078	H		1617210	2026-01-26	75	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Nuclear Regulatory Amendments
2214	HB0078	H		1654804	2026-03-05	61	8	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Nuclear Regulatory Amendments
2214	HB0078	S		1652567	2026-03-04	23	2	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Nuclear Regulatory Amendments
2214	HB0079	H		1620783	2026-02-02	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Governmental Immunity Amendments
2214	HB0079	S		1632175	2026-02-12	25	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Governmental Immunity Amendments
2214	HB0082	H		1622039	2026-02-03	69	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Judgment Information Amendments
2214	HB0082	S		1638302	2026-02-19	25	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Judgment Information Amendments
2214	HB0084	H		1637409	2026-02-18	67	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Dangerous Weapon Amendments
2214	HB0084	H		1656611	2026-03-06	58	8	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Dangerous Weapon Amendments
2214	HB0084	S		1656422	2026-03-06	18	5	1	4	signed	batch-07	imported 2026-09-10, run 06:54:37.475Z	Senate/ passed 2nd & 3rd readings/ suspension	Dangerous Weapon Amendments
2214	HB0085	H		1616537	2026-01-23	55	11	1	6	none	screened	not-divided	House/ passed 3rd reading	State Sovereignty Amendments
2214	HB0085	S		1625467	2026-02-05	12	17	0	6	none	screened	not-enacted-status-6	Senate/ failed	State Sovereignty Amendments
2214	HB0086	H		1625838	2026-02-06	48	18	1	6	none	screened	not-enacted-status-6	House/ passed 3rd reading	Restricted Person Amendments
2214	HB0087	H		1628619	2026-02-10	40	24	1	4	signed	screened	not-the-chambers-final-roll	House/ passed 3rd reading	Animal Crime Victim Amendments
2214	HB0087	H		1647712	2026-02-27	52	14	1	4	signed	dropped:no-area	placement of animals seized in abuse cases	House/ concurs with Senate amendment	Animal Crime Victim Amendments
2214	HB0087	S		1638420	2026-02-19	12	16	0	4	signed	screened	not-the-chambers-final-roll	Senate/ failed	Animal Crime Victim Amendments
2214	HB0087	S		1646309	2026-02-26	22	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Animal Crime Victim Amendments
2214	HB0089	H		1639457	2026-02-19	66	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Use of Polygraph Amendments
2214	HB0089	S		1655731	2026-03-05	27	2	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Use of Polygraph Amendments
2214	HB0090	H		1625732	2026-02-06	67	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Sexual Offenses Amendments
2214	HB0090	H		1656470	2026-03-06	60	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Sexual Offenses Amendments
2214	HB0090	S		1656469	2026-03-06	27	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Sexual Offenses Amendments
2214	HB0093	H		1621807	2026-02-03	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Goshen Bay Waterfowl Management Area
2214	HB0093	H		1640678	2026-02-23	63	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Goshen Bay Waterfowl Management Area
2214	HB0093	S		1638367	2026-02-19	25	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Goshen Bay Waterfowl Management Area
2214	HB0094	H		1638883	2026-02-19	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Criminal Accounts Receivable Amendments
2214	HB0094	S		1656460	2026-03-06	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Criminal Accounts Receivable Amendments
2214	HB0097	H		1628946	2026-02-10	66	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Medical Waste Amendments
2214	HB0097	S		1646971	2026-02-26	20	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Medical Waste Amendments
2214	HB0098	H		1618762	2026-01-28	39	33	1	6	none	screened	not-the-chambers-final-roll	House/ passed 3rd reading	Residential Notification Amendments
2214	HB0098	H		1628433	2026-02-10	29	40	0	6	none	screened	not-enacted-status-6	House/ failed	Residential Notification Amendments
2214	HB0098	S		1625722	2026-02-06	23	5	1	6	none	screened	not-divided	Senate/ passed 3rd reading	Residential Notification Amendments
2214	HB0099	H		1628060	2026-02-10	60	10	1	6	none	screened	not-divided	House/ passed 3rd reading	Eyewear Sales Tax Amendments
2214	HB0101	H		1623996	2026-02-04	68	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Firearm Background Check Amendments
2214	HB0101	H		1639743	2026-02-20	70	1	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Firearm Background Check Amendments
2214	HB0101	S		1638444	2026-02-19	24	1	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Firearm Background Check Amendments
2214	HB0102	H		1635470	2026-02-17	65	3	1	4	signed	screened	not-divided	House/ passed 3rd reading	Victim Privacy Amendments
2214	HB0102	S		1653597	2026-03-04	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Victim Privacy Amendments
2214	HB0103	H		1621518	2026-02-03	69	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Underage Marriage Amendments
2214	HB0103	S		1650960	2026-03-03	29	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Underage Marriage Amendments
2214	HB0104	H		1626050	2026-02-09	33	39	0	6	none	screened	not-enacted-status-6	House/ failed	State Holiday Amendments
2214	HB0105	H		1629012	2026-02-10	63	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Child Welfare Revisions
2214	HB0105	S		1646310	2026-02-26	20	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Child Welfare Revisions
2214	HB0108	H		1623736	2026-02-04	66	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Minors in State Custody Amendments
2214	HB0108	S		1654033	2026-03-04	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Minors in State Custody Amendments
2214	HB0110	H		1628919	2026-02-10	61	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Offender Modifications
2214	HB0110	H		1654464	2026-03-05	69	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Offender Modifications
2214	HB0110	S		1652477	2026-03-04	27	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Offender Modifications
2214	HB0111	H		1625734	2026-02-06	65	1	1	4	signed	screened	not-divided	House/ passed 3rd reading	Wildlife Amendments
2214	HB0111	H		1656706	2026-03-06	50	15	1	4	signed	dropped:not-recognizable	wildlife licensing details	House/ concurs with Senate amendment	Wildlife Amendments
